nama_label,label,image_path,bounding_box,status
eggplant,4,valid/images/istockphoto-501886928-612x612_jpg.rf.5d339ec33880c563a3997d1bbbd78644.jpg,"[29, 309, 559, 555]",1
eggplant,4,valid/images/istockphoto-501886928-612x612_jpg.rf.5d339ec33880c563a3997d1bbbd78644.jpg,"[110, 149, 592, 390]",1
eggplant,4,valid/images/IMG_9301_jpg.rf.49605aa7286ffc1ff03cf2cac7795bfd.jpg,"[46, 202, 213, 520]",1
eggplant,4,valid/images/IMG_9301_jpg.rf.49605aa7286ffc1ff03cf2cac7795bfd.jpg,"[227, 219, 490, 629]",1
cucumber,2,valid/images/-27_jpg.rf.a77f83e2189a6dbd50cab8edcd3024d9.jpg,"[517, 21, 744, 574]",1
potato,6,valid/images/-13_jpg.rf.023259d8f799cd5e1dc5a5419eb01daa.jpg,"[157, 77, 769, 593]",1
cucumber,2,valid/images/detection_1686155562939_jpg.rf.7ae8a7d6d432237546ddb2fc423a0d9a.jpg,"[17, 52, 450, 134]",1
egg,3,valid/images/-18_jpg.rf.984a55c0fb4dba798276774037448d57.jpg,"[374, 460, 611, 653]",1
egg,3,valid/images/-18_jpg.rf.984a55c0fb4dba798276774037448d57.jpg,"[516, 254, 704, 457]",1
egg,3,valid/images/-18_jpg.rf.984a55c0fb4dba798276774037448d57.jpg,"[668, 322, 880, 516]",1
potato,6,valid/images/-59_jpg.rf.a3c00a44308d1b122fb5ac11d51b64dc.jpg,"[184, 201, 690, 551]",1
potato,6,valid/images/-59_jpg.rf.a3c00a44308d1b122fb5ac11d51b64dc.jpg,"[462, 23, 800, 359]",1
potato,6,valid/images/-59_jpg.rf.a3c00a44308d1b122fb5ac11d51b64dc.jpg,"[3, 1, 461, 444]",1
tomato,8,valid/images/tomato_shot1_jpg.rf.e09e56dae89da112aac2caedb58975b6.jpg,"[607, 62, 1600, 1137]",1
carrot,0,valid/images/-1_jpg.rf.187582ef1b4c3904f3de240519c0958b.jpg,"[167, 76, 867, 524]",1
potato,6,valid/images/naver_0275_jpg.rf.702ce72cc03dd6d5a5b0a1d44d857adf.jpg,"[181, 170, 331, 357]",1
potato,6,valid/images/naver_0275_jpg.rf.702ce72cc03dd6d5a5b0a1d44d857adf.jpg,"[330, 167, 475, 326]",1
potato,6,valid/images/naver_0275_jpg.rf.702ce72cc03dd6d5a5b0a1d44d857adf.jpg,"[336, 305, 493, 492]",1
milk,5,valid/images/-93_jpg.rf.a522d5eff6a82a11af4293dff7b66d67.jpg,"[156, 30, 417, 590]",1
milk,5,valid/images/-93_jpg.rf.a522d5eff6a82a11af4293dff7b66d67.jpg,"[482, 26, 738, 593]",1
milk,5,valid/images/-93_jpg.rf.a522d5eff6a82a11af4293dff7b66d67.jpg,"[796, 26, 1058, 593]",1
potato,6,valid/images/images71_jpg.rf.cb645f23de46095258687f19dbd2b11d.jpg,"[216, 53, 399, 284]",1
potato,6,valid/images/images71_jpg.rf.cb645f23de46095258687f19dbd2b11d.jpg,"[441, 237, 628, 475]",1
potato,6,valid/images/images71_jpg.rf.cb645f23de46095258687f19dbd2b11d.jpg,"[197, 337, 400, 568]",1
potato,6,valid/images/images71_jpg.rf.cb645f23de46095258687f19dbd2b11d.jpg,"[5, 423, 177, 640]",1
potato,6,valid/images/images71_jpg.rf.cb645f23de46095258687f19dbd2b11d.jpg,"[0, 140, 177, 377]",1
potato,6,valid/images/images71_jpg.rf.cb645f23de46095258687f19dbd2b11d.jpg,"[433, 0, 633, 212]",1
potato,6,valid/images/images71_jpg.rf.cb645f23de46095258687f19dbd2b11d.jpg,"[421, 542, 623, 640]",1
egg,3,valid/images/-8_jpg.rf.5f02cc204730d9fa6c05902184345c22.jpg,"[310, 192, 741, 525]",1
egg,3,valid/images/-8_jpg.rf.5f02cc204730d9fa6c05902184345c22.jpg,"[100, 0, 432, 257]",1
egg,3,valid/images/-8_jpg.rf.5f02cc204730d9fa6c05902184345c22.jpg,"[510, 0, 760, 173]",1
eggplant,4,valid/images/istockphoto-1148076949-612x612_jpg.rf.cd520fe2236ffedd27301e5a3bd39946.jpg,"[28, 60, 619, 540]",1
egg,3,valid/images/-7_jpg.rf.66766a3fc79be908aa18a3174d69dee8.jpg,"[332, 337, 682, 582]",1
egg,3,valid/images/-7_jpg.rf.66766a3fc79be908aa18a3174d69dee8.jpg,"[418, 147, 703, 407]",1
egg,3,valid/images/-7_jpg.rf.66766a3fc79be908aa18a3174d69dee8.jpg,"[175, 208, 461, 501]",1
cheese,1,valid/images/kaese206_v-quadratl_JPEG.rf.9ef797eb8424d0230a36daabc6c3e6d6.jpg,"[0, 25, 899, 892]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[25, 253, 208, 589]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[208, 288, 388, 562]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[389, 173, 509, 527]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[518, 185, 651, 518]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[660, 198, 795, 551]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[810, 228, 971, 556]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[1005, 170, 1146, 531]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[1193, 200, 1364, 614]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[278, 508, 744, 654]",1
milk,5,valid/images/-101_jpeg.rf.c1716797418e99411878fc8051cbf2f1.jpg,"[805, 475, 1249, 691]",1
carrot,0,valid/images/-3_jpg.rf.1389bbed234af563bd87487579822628.jpg,"[8, 163, 543, 512]",1
eggplant,4,valid/images/971_jpg.rf.e4f48a2fcd84d4de8ecd448e77dd3e26.jpg,"[0, 46, 135, 144]",1
eggplant,4,valid/images/971_jpg.rf.e4f48a2fcd84d4de8ecd448e77dd3e26.jpg,"[110, 43, 199, 162]",1
eggplant,4,valid/images/971_jpg.rf.e4f48a2fcd84d4de8ecd448e77dd3e26.jpg,"[168, 25, 244, 146]",1
eggplant,4,valid/images/971_jpg.rf.e4f48a2fcd84d4de8ecd448e77dd3e26.jpg,"[10, 0, 175, 46]",1
potato,6,valid/images/-106_jpg.rf.239920c899386c24d88c2203551e625b.jpg,"[272, 393, 413, 530]",1
potato,6,valid/images/-106_jpg.rf.239920c899386c24d88c2203551e625b.jpg,"[415, 385, 572, 532]",1
potato,6,valid/images/-106_jpg.rf.239920c899386c24d88c2203551e625b.jpg,"[657, 461, 794, 565]",1
potato,6,valid/images/-106_jpg.rf.239920c899386c24d88c2203551e625b.jpg,"[509, 329, 622, 410]",1
potato,6,valid/images/-106_jpg.rf.239920c899386c24d88c2203551e625b.jpg,"[561, 393, 668, 492]",1
potato,6,valid/images/-106_jpg.rf.239920c899386c24d88c2203551e625b.jpg,"[641, 334, 693, 385]",1
potato,6,valid/images/-106_jpg.rf.239920c899386c24d88c2203551e625b.jpg,"[900, 372, 965, 439]",1
potato,6,valid/images/-106_jpg.rf.239920c899386c24d88c2203551e625b.jpg,"[680, 393, 755, 460]",1
potato,6,valid/images/-106_jpg.rf.239920c899386c24d88c2203551e625b.jpg,"[713, 311, 844, 424]",1
eggplant,4,valid/images/20230220_084223_jpg.rf.fc97da09213266b3ea41718fbaad631c.jpg,"[78, 107, 315, 465]",1
cucumber,2,valid/images/0010_png.rf.54c9e6ef6e6f9068b04feceafccbcf99.jpg,"[1240, 1214, 2805, 2714]",1
cucumber,2,valid/images/0010_png.rf.54c9e6ef6e6f9068b04feceafccbcf99.jpg,"[2675, 840, 3560, 2120]",1
sausage,7,valid/images/-18_jpeg.rf.e827499190f1db1796900a42279713b2.jpg,"[23, 134, 511, 374]",1
milk,5,valid/images/download-2-_jpeg.rf.be1196fcb55bb09cf412de16d977bcea.jpg,"[101, 1, 195, 166]",1
potato,6,valid/images/-108_jpg.rf.eceaedf1313deae6d02c124c5d50047a.jpg,"[289, 124, 626, 432]",1
potato,6,valid/images/-108_jpg.rf.eceaedf1313deae6d02c124c5d50047a.jpg,"[26, 122, 305, 382]",1
potato,6,valid/images/-108_jpg.rf.eceaedf1313deae6d02c124c5d50047a.jpg,"[120, 356, 388, 563]",1
potato,6,valid/images/-108_jpg.rf.eceaedf1313deae6d02c124c5d50047a.jpg,"[376, 418, 664, 563]",1
potato,6,valid/images/-108_jpg.rf.eceaedf1313deae6d02c124c5d50047a.jpg,"[621, 170, 800, 502]",1
potato,6,valid/images/-108_jpg.rf.eceaedf1313deae6d02c124c5d50047a.jpg,"[470, 23, 704, 237]",1
potato,6,valid/images/-108_jpg.rf.eceaedf1313deae6d02c124c5d50047a.jpg,"[207, 0, 483, 126]",1
egg,3,valid/images/-79_jpg.rf.049cd24168f9c3db727c5b0cad34e486.jpg,"[222, 90, 800, 872]",1
egg,3,valid/images/-79_jpg.rf.049cd24168f9c3db727c5b0cad34e486.jpg,"[0, 244, 209, 693]",1
egg,3,valid/images/-79_jpg.rf.049cd24168f9c3db727c5b0cad34e486.jpg,"[840, 314, 1024, 719]",1
eggplant,4,valid/images/IMG_9251_jpg.rf.551c2b0e0e410be238bb77726045739e.jpg,"[73, 0, 271, 727]",1
carrot,0,valid/images/0090_jpg.rf.93f8a6e7c1642fbd2b15998c6262f6c8.jpg,"[47, 24, 222, 103]",1
carrot,0,valid/images/0090_jpg.rf.93f8a6e7c1642fbd2b15998c6262f6c8.jpg,"[51, 91, 224, 186]",1
eggplant,4,valid/images/355_jpg.rf.6cb41a208f62fceba90f4cfba3c05850.jpg,"[25, 49, 130, 229]",1
eggplant,4,valid/images/355_jpg.rf.6cb41a208f62fceba90f4cfba3c05850.jpg,"[107, 10, 191, 168]",1
eggplant,4,valid/images/355_jpg.rf.6cb41a208f62fceba90f4cfba3c05850.jpg,"[192, 49, 262, 252]",1
eggplant,4,valid/images/355_jpg.rf.6cb41a208f62fceba90f4cfba3c05850.jpg,"[268, 39, 362, 221]",1
sausage,7,valid/images/404087_1_jpg.rf.4289a8de0ea0247f9ca8338520276f3d.jpg,"[14, 201, 650, 473]",1
cucumber,2,valid/images/detection_1686162578079_jpg.rf.41adaf455448d838b375c4e6f2d6f593.jpg,"[93, 189, 499, 325]",1
cucumber,2,valid/images/0061_png.rf.32c2a866da3a76a8ed4a367c3041d30d.jpg,"[975, 570, 4450, 1934]",1
cucumber,2,valid/images/0061_png.rf.32c2a866da3a76a8ed4a367c3041d30d.jpg,"[570, 1430, 4505, 3045]",1
cheese,1,valid/images/-7_jpg.rf.499765bdb4d13f59d7a72c6e0af93ba8.jpg,"[373, 108, 805, 440]",1
cheese,1,valid/images/-7_jpg.rf.499765bdb4d13f59d7a72c6e0af93ba8.jpg,"[84, 277, 467, 471]",1
tomato,8,valid/images/-34_jpg.rf.9cc8d0fedd5b99760d54abdeebee3a27.jpg,"[474, 582, 818, 887]",1
tomato,8,valid/images/-34_jpg.rf.9cc8d0fedd5b99760d54abdeebee3a27.jpg,"[166, 458, 472, 832]",1
tomato,8,valid/images/-34_jpg.rf.9cc8d0fedd5b99760d54abdeebee3a27.jpg,"[72, 192, 425, 485]",1
tomato,8,valid/images/-34_jpg.rf.9cc8d0fedd5b99760d54abdeebee3a27.jpg,"[366, 10, 658, 322]",1
tomato,8,valid/images/-34_jpg.rf.9cc8d0fedd5b99760d54abdeebee3a27.jpg,"[570, 246, 888, 583]",1
eggplant,4,valid/images/20230217_123439_jpg.rf.73e91ef28e372f3085cf3211f6cf74b5.jpg,"[111, 96, 308, 473]",1
eggplant,4,valid/images/images-24-_jpg.rf.e5812d1f8d3a02d4abc905ef94203e37.jpg,"[53, 0, 168, 216]",1
egg,3,valid/images/-10_jpeg.rf.de7b9d8e3ed5ba3a4620313bf28cdc83.jpg,"[54, 275, 363, 572]",1
egg,3,valid/images/-10_jpeg.rf.de7b9d8e3ed5ba3a4620313bf28cdc83.jpg,"[343, 274, 643, 627]",1
egg,3,valid/images/-10_jpeg.rf.de7b9d8e3ed5ba3a4620313bf28cdc83.jpg,"[494, 26, 819, 296]",1
egg,3,valid/images/-10_jpeg.rf.de7b9d8e3ed5ba3a4620313bf28cdc83.jpg,"[647, 251, 970, 530]",1
egg,3,valid/images/-10_jpeg.rf.de7b9d8e3ed5ba3a4620313bf28cdc83.jpg,"[299, 149, 574, 326]",1
carrot,0,valid/images/0056_jpg.rf.1f7bf0e887d661018cdc3b860838d4ba.jpg,"[0, 26, 121, 161]",1
carrot,0,valid/images/0056_jpg.rf.1f7bf0e887d661018cdc3b860838d4ba.jpg,"[54, 55, 191, 206]",1
cheese,1,valid/images/-33_jpg.rf.15436225baddd6b6b14657264ecac6b5.jpg,"[390, 57, 868, 539]",1
cheese,1,valid/images/-33_jpg.rf.15436225baddd6b6b14657264ecac6b5.jpg,"[117, 26, 571, 440]",1
potato,6,valid/images/-133_jpg.rf.0f5b5e71b5733747781ae94c946a5f41.jpg,"[117, 341, 324, 546]",1
potato,6,valid/images/-133_jpg.rf.0f5b5e71b5733747781ae94c946a5f41.jpg,"[259, 154, 595, 458]",1
potato,6,valid/images/-133_jpg.rf.0f5b5e71b5733747781ae94c946a5f41.jpg,"[2, 180, 201, 355]",1
egg,3,valid/images/not_damaged_97_jpg.rf.edeb77249acd1c5ba1c3d4346445f450.jpg,"[135, 365, 767, 919]",1
sausage,7,valid/images/-20_jpg.rf.e0f5a109a34b9f7d0c12764839f9dfc1.jpg,"[217, 170, 811, 692]",1
sausage,7,valid/images/-20_jpg.rf.e0f5a109a34b9f7d0c12764839f9dfc1.jpg,"[896, 104, 1141, 574]",1
eggplant,4,valid/images/istockphoto-148392589-612x612_jpg.rf.85186622cc058fd6d8701855e7aadc6f.jpg,"[18, 103, 261, 414]",1
eggplant,4,valid/images/istockphoto-148392589-612x612_jpg.rf.85186622cc058fd6d8701855e7aadc6f.jpg,"[52, 159, 421, 485]",1
eggplant,4,valid/images/istockphoto-148392589-612x612_jpg.rf.85186622cc058fd6d8701855e7aadc6f.jpg,"[169, 258, 610, 557]",1
milk,5,valid/images/-3_jpg.rf.ca6f160e1280853f85e683f41114e53c.jpg,"[218, 148, 386, 642]",1
milk,5,valid/images/-3_jpg.rf.ca6f160e1280853f85e683f41114e53c.jpg,"[424, 172, 583, 630]",1
milk,5,valid/images/-3_jpg.rf.ca6f160e1280853f85e683f41114e53c.jpg,"[586, 142, 728, 639]",1
milk,5,valid/images/-3_jpg.rf.ca6f160e1280853f85e683f41114e53c.jpg,"[726, 246, 919, 646]",1
milk,5,valid/images/-3_jpg.rf.ca6f160e1280853f85e683f41114e53c.jpg,"[924, 158, 1103, 668]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[320, 620, 850, 2030]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[1910, 540, 2379, 1590]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[940, 1490, 2260, 2009]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[2170, 1379, 2790, 2919]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[200, 1970, 1920, 2470]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[640, 2520, 1290, 3820]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[1209, 2910, 2650, 3360]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[1620, 3350, 2160, 4530]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[2120, 3640, 3340, 4130]",1
cucumber,2,valid/images/0026_png.rf.2cb2496a04663f7a804fa0e50f1436e7.jpg,"[2710, 2310, 3340, 2850]",1
sausage,7,valid/images/6009082913_jpg.rf.fbff8e4de513cc1ec80aa555b6f04a0c.jpg,"[85, 207, 1165, 1319]",1
carrot,0,valid/images/1210_jpg.rf.da216bf910c9f1f3bb8b80a646eba4bd.jpg,"[65, 65, 193, 105]",1
carrot,0,valid/images/1210_jpg.rf.da216bf910c9f1f3bb8b80a646eba4bd.jpg,"[0, 98, 157, 208]",1
potato,6,valid/images/-101_jpg.rf.9288800ecd0bbc391b60747b9d6684ff.jpg,"[48, 85, 542, 521]",1
sausage,7,valid/images/u2uavk9d4fdhj36gib5gy6bgxbaj90xw_jpg.rf.eaf163574db082f3ab90603814cecc7c.jpg,"[456, 114, 754, 402]",1
sausage,7,valid/images/u2uavk9d4fdhj36gib5gy6bgxbaj90xw_jpg.rf.eaf163574db082f3ab90603814cecc7c.jpg,"[309, 355, 508, 494]",1
sausage,7,valid/images/u2uavk9d4fdhj36gib5gy6bgxbaj90xw_jpg.rf.eaf163574db082f3ab90603814cecc7c.jpg,"[190, 371, 368, 512]",1
sausage,7,valid/images/u2uavk9d4fdhj36gib5gy6bgxbaj90xw_jpg.rf.eaf163574db082f3ab90603814cecc7c.jpg,"[66, 372, 227, 505]",1
sausage,7,valid/images/u2uavk9d4fdhj36gib5gy6bgxbaj90xw_jpg.rf.eaf163574db082f3ab90603814cecc7c.jpg,"[56, 42, 604, 333]",1
potato,6,valid/images/naver_0286_jpg.rf.84e04155ce94693d158beb2bade423ac.jpg,"[84, 184, 328, 509]",1
potato,6,valid/images/naver_0286_jpg.rf.84e04155ce94693d158beb2bade423ac.jpg,"[326, 160, 551, 525]",1
cheese,1,valid/images/-64_jpg.rf.f547b9aa51ca85f1f4828ba85f51f0e2.jpg,"[25, 15, 234, 165]",1
milk,5,valid/images/-86_jpg.rf.22c55f12a17880bfce0da717f83efcb1.jpg,"[103, 114, 262, 565]",1
milk,5,valid/images/-86_jpg.rf.22c55f12a17880bfce0da717f83efcb1.jpg,"[261, 128, 422, 569]",1
milk,5,valid/images/-86_jpg.rf.22c55f12a17880bfce0da717f83efcb1.jpg,"[423, 118, 588, 576]",1
milk,5,valid/images/-86_jpg.rf.22c55f12a17880bfce0da717f83efcb1.jpg,"[588, 123, 757, 581]",1
tomato,8,valid/images/download-1-_augmented_3_jpg.rf.7a0a05df7264bc63681372dbdc0ba5d5.jpg,"[64, 8, 155, 100]",1
eggplant,4,valid/images/639_jpg.rf.c1108e509f6cbed5411a892520184ef4.jpg,"[18, 30, 269, 256]",1
milk,5,valid/images/-92_jpg.rf.1cb7988a7da98e01b36f0800191b9a99.jpg,"[107, 0, 296, 581]",1
eggplant,4,valid/images/20230217_140128_jpg.rf.f427d6dc8f73c846ccbda1d5e0a17211.jpg,"[245, 0, 475, 604]",1
carrot,0,valid/images/-20_jpg.rf.cdc4a7860c638e6921b4f140f869d038.jpg,"[90, 156, 716, 346]",1
tomato,8,valid/images/-27_jpg.rf.8b2d50f7a70f6111239bdcc6563f34e4.jpg,"[268, 253, 617, 563]",1
tomato,8,valid/images/-27_jpg.rf.8b2d50f7a70f6111239bdcc6563f34e4.jpg,"[3, 184, 339, 455]",1
tomato,8,valid/images/-27_jpg.rf.8b2d50f7a70f6111239bdcc6563f34e4.jpg,"[446, 90, 732, 349]",1
sausage,7,valid/images/-34_jpg.rf.db739aef9eb4185486edb18bf7c09dae.jpg,"[21, 162, 645, 486]",1
sausage,7,valid/images/-34_jpg.rf.db739aef9eb4185486edb18bf7c09dae.jpg,"[125, 79, 824, 409]",1
eggplant,4,valid/images/315_jpg.rf.fc6ad009a10873cfd3e18169b3fb1625.jpg,"[100, 91, 173, 239]",1
eggplant,4,valid/images/315_jpg.rf.fc6ad009a10873cfd3e18169b3fb1625.jpg,"[34, 58, 125, 224]",1
cheese,1,valid/images/01503b14ddca0a22_jpg.rf.d11c32c9f069d91721ff295ec750c6c3.jpg,"[99, 24, 673, 295]",1
cheese,1,valid/images/01503b14ddca0a22_jpg.rf.d11c32c9f069d91721ff295ec750c6c3.jpg,"[113, 274, 692, 472]",1
cheese,1,valid/images/01503b14ddca0a22_jpg.rf.d11c32c9f069d91721ff295ec750c6c3.jpg,"[430, 251, 849, 654]",1
tomato,8,valid/images/WhatsApp-Image-2023-01-30-at-11-36-25-AM-3-_jpeg.rf.3ef607e4164473c675fc8904705ad70c.jpg,"[12, 81, 78, 148]",1
tomato,8,valid/images/WhatsApp-Image-2023-01-30-at-11-36-25-AM-3-_jpeg.rf.3ef607e4164473c675fc8904705ad70c.jpg,"[116, 23, 227, 135]",1
tomato,8,valid/images/WhatsApp-Image-2023-01-30-at-11-36-25-AM-3-_jpeg.rf.3ef607e4164473c675fc8904705ad70c.jpg,"[54, 101, 143, 185]",1
eggplant,4,valid/images/istockphoto-164648720-612x612_jpg.rf.3a30813378e9acdee831fdb61401e100.jpg,"[73, 92, 583, 552]",1
milk,5,valid/images/-66_jpg.rf.f5dd566d8b3488b86e5ecd398b351300.jpg,"[243, 7, 593, 579]",1
sausage,7,valid/images/scale_1200_jpg.rf.4900d63838e53a5e918fff8736cd035b.jpg,"[35, 158, 1160, 661]",1
cheese,1,valid/images/-83_jpg.rf.7e5a0086d9b5a5d48bb50f7b87976c8c.jpg,"[36, 8, 272, 144]",1
cheese,1,valid/images/-98_jpg.rf.97729afee33c50f4e689d1f6f1fb7179.jpg,"[21, 37, 205, 187]",1
cucumber,2,valid/images/-44_jpg.rf.8ebe039bfee96a9d3601b267d6b413d8.jpg,"[98, 0, 383, 768]",1
cucumber,2,valid/images/-44_jpg.rf.8ebe039bfee96a9d3601b267d6b413d8.jpg,"[390, 0, 643, 764]",1
cucumber,2,valid/images/-44_jpg.rf.8ebe039bfee96a9d3601b267d6b413d8.jpg,"[675, 14, 956, 768]",1
sausage,7,valid/images/20240226_103233_jpg.rf.5a26d2458a449be094ef0824c5ef22ea.jpg,"[817, 627, 2575, 1936]",1
sausage,7,valid/images/20240226_103233_jpg.rf.5a26d2458a449be094ef0824c5ef22ea.jpg,"[239, 0, 2761, 385]",1
egg,3,valid/images/not_damaged_140_jpg.rf.1d39a490bb6375cbb586d53c04c641c2.jpg,"[549, 313, 948, 575]",1
egg,3,valid/images/not_damaged_140_jpg.rf.1d39a490bb6375cbb586d53c04c641c2.jpg,"[520, 0, 869, 281]",1
egg,3,valid/images/not_damaged_140_jpg.rf.1d39a490bb6375cbb586d53c04c641c2.jpg,"[621, 594, 1088, 871]",1
milk,5,valid/images/-23_jpg.rf.55eba220cb56ab497a529357212ef32e.jpg,"[746, 141, 1310, 1885]",1
milk,5,valid/images/-64_jpg.rf.29475ca3d7db9dc80675f99a4d3d4197.jpg,"[391, 160, 493, 473]",1
milk,5,valid/images/-64_jpg.rf.29475ca3d7db9dc80675f99a4d3d4197.jpg,"[224, 136, 339, 469]",1
milk,5,valid/images/-64_jpg.rf.29475ca3d7db9dc80675f99a4d3d4197.jpg,"[39, 66, 158, 477]",1
milk,5,valid/images/-64_jpg.rf.29475ca3d7db9dc80675f99a4d3d4197.jpg,"[560, 151, 667, 470]",1
milk,5,valid/images/-64_jpg.rf.29475ca3d7db9dc80675f99a4d3d4197.jpg,"[723, 133, 845, 471]",1
eggplant,4,valid/images/IMG_9252_jpg.rf.c37d1b1af83948c3a5af8effe36f27a6.jpg,"[48, 56, 429, 754]",1
eggplant,4,valid/images/IMG_9252_jpg.rf.c37d1b1af83948c3a5af8effe36f27a6.jpg,"[348, 99, 592, 856]",1
tomato,8,valid/images/freshTomato-278-copia_jpg.rf.060934acc05efcc3d2c6561fa08145c3.jpg,"[564, 233, 1235, 780]",1
tomato,8,valid/images/freshTomato-278-copia_jpg.rf.060934acc05efcc3d2c6561fa08145c3.jpg,"[320, 687, 1123, 1360]",1
tomato,8,valid/images/freshTomato-278-copia_jpg.rf.060934acc05efcc3d2c6561fa08145c3.jpg,"[1050, 594, 1725, 1151]",1
eggplant,4,valid/images/istockphoto-639558478-612x612_jpg.rf.c7f02f55d6d5c0cc2e22c264d5b62be4.jpg,"[155, 205, 634, 528]",1
eggplant,4,valid/images/istockphoto-639558478-612x612_jpg.rf.c7f02f55d6d5c0cc2e22c264d5b62be4.jpg,"[73, 85, 531, 423]",1
cheese,1,valid/images/-32_jpg.rf.c192fa38515b4d76573cb084ff5b710a.jpg,"[180, 77, 697, 434]",1
cucumber,2,valid/images/-1012649806_-Cucumbers-On-White-Background-Isolated-_-Shutterstock_jpeg.rf.46f9a493509c998ef43ba7f604e78e27.jpg,"[15, 240, 243, 432]",1
cucumber,2,valid/images/-1012649806_-Cucumbers-On-White-Background-Isolated-_-Shutterstock_jpeg.rf.46f9a493509c998ef43ba7f604e78e27.jpg,"[128, 152, 462, 410]",1
cucumber,2,valid/images/-1012649806_-Cucumbers-On-White-Background-Isolated-_-Shutterstock_jpeg.rf.46f9a493509c998ef43ba7f604e78e27.jpg,"[317, 138, 702, 373]",1
milk,5,valid/images/420678162_916757339712934_533550812756857966_n_jpg.rf.314c3ae5ed0a7323e7fef41f554dfaa0.jpg,"[28, 13, 133, 191]",1
tomato,8,valid/images/freshTomato-107-_jpg.rf.c269f0a94f813b97daf979fb38fa7959.jpg,"[34, 58, 685, 681]",1
potato,6,valid/images/naver_0374_jpg.rf.21284a1ff1344f3464d22a0face983f8.jpg,"[190, 159, 355, 349]",1
potato,6,valid/images/naver_0374_jpg.rf.21284a1ff1344f3464d22a0face983f8.jpg,"[102, 281, 238, 464]",1
potato,6,valid/images/naver_0374_jpg.rf.21284a1ff1344f3464d22a0face983f8.jpg,"[206, 364, 353, 514]",1
potato,6,valid/images/naver_0351_jpg.rf.d0e7d763319dbc5ca04dd3dfd1e2a0bb.jpg,"[151, 30, 353, 252]",1
potato,6,valid/images/naver_0351_jpg.rf.d0e7d763319dbc5ca04dd3dfd1e2a0bb.jpg,"[185, 204, 387, 399]",1
potato,6,valid/images/naver_0351_jpg.rf.d0e7d763319dbc5ca04dd3dfd1e2a0bb.jpg,"[343, 129, 541, 347]",1
potato,6,valid/images/naver_0351_jpg.rf.d0e7d763319dbc5ca04dd3dfd1e2a0bb.jpg,"[331, 288, 598, 568]",1
potato,6,valid/images/naver_0351_jpg.rf.d0e7d763319dbc5ca04dd3dfd1e2a0bb.jpg,"[150, 355, 381, 640]",1
potato,6,valid/images/naver_0351_jpg.rf.d0e7d763319dbc5ca04dd3dfd1e2a0bb.jpg,"[0, 131, 228, 421]",1
eggplant,4,valid/images/images-16-_jpg.rf.52df59dc8b2b2fc221f34379ce3812a1.jpg,"[81, 4, 189, 220]",1
eggplant,4,valid/images/images-16-_jpg.rf.52df59dc8b2b2fc221f34379ce3812a1.jpg,"[6, 52, 119, 220]",1
cucumber,2,valid/images/0037_png.rf.5f3650a04d6a0c95e4deb29533ba4337.jpg,"[670, 5920, 1720, 6429]",1
cucumber,2,valid/images/0037_png.rf.5f3650a04d6a0c95e4deb29533ba4337.jpg,"[400, 5439, 1290, 6410]",1
cucumber,2,valid/images/0037_png.rf.5f3650a04d6a0c95e4deb29533ba4337.jpg,"[30, 5190, 770, 6320]",1
tomato,8,valid/images/0037_png.rf.5f3650a04d6a0c95e4deb29533ba4337.jpg,"[1752, 4201, 2364, 4832]",1
tomato,8,valid/images/0037_png.rf.5f3650a04d6a0c95e4deb29533ba4337.jpg,"[1, 4062, 563, 4640]",1
tomato,8,valid/images/0037_png.rf.5f3650a04d6a0c95e4deb29533ba4337.jpg,"[2321, 5161, 2996, 5856]",1
